,name,season,Date_x,Day_x,Comp,Round,Venue_x,Result_x,Squad,Opponent_x,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_x,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,Date_y,Time,Day_y,Venue_y,Result_y,GF,GA,Opponent_y,xG_y,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,team_name
612,Marcus Rashford,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,Y,['FW'],87,0,0,0,0,4.0,1.0,0,0,31.0,0.0,0.0,1.0,0.4,0.4,0.0,1.0,0.0,13.0,15.0,86.7,2.0,24.0,2.0,8.0,4.0,Marcus,Rashford,1.0,2.0,19.0,351.0,7.0,67.0,78.0,144.0,0.0,42.0,28.9,1.0,0.0,1.0,35.9,89.0,MID,,,,,,,,,,,,,,,,,,
613,Marcus Rashford,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,Y,['FW'],84,0,0,0,0,3.0,1.0,0,0,27.0,0.0,0.0,1.0,0.4,0.4,0.1,6.0,0.0,13.0,16.0,81.3,2.0,18.0,2.0,2.0,1.0,Marcus,Rashford,1.0,2.0,19.0,351.0,7.0,67.0,78.0,144.0,0.0,42.0,28.9,1.0,0.0,1.0,35.9,89.0,MID,,,,,,,,,,,,,,,,,,
614,Marcus Rashford,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,Y,['LW'],90,0,1,0,0,2.0,1.0,1,0,44.0,0.0,0.0,0.0,0.1,0.1,0.3,6.0,4.0,28.0,34.0,82.4,3.0,39.0,2.0,4.0,2.0,Marcus,Rashford,1.0,2.0,19.0,351.0,7.0,67.0,78.0,144.0,0.0,42.0,28.9,1.0,0.0,1.0,35.9,89.0,MID,,,,,,,,,,,,,,,,,,
615,Marcus Rashford,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,Y,['LW'],90,1,0,0,0,5.0,1.0,0,0,25.0,0.0,0.0,1.0,0.5,0.5,0.3,5.0,0.0,14.0,16.0,87.5,1.0,17.0,6.0,4.0,2.0,Marcus,Rashford,1.0,2.0,19.0,351.0,7.0,67.0,78.0,144.0,0.0,42.0,28.9,1.0,0.0,1.0,35.9,89.0,MID,,,,,,,,,,,,,,,,,,
616,Aaron Wan Bissaka,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,Y,['RB'],90,0,1,0,0,0,0,0,0,68,2,2,3,0.0,0.0,1.0,3,1,47,51,92.2,3,42,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Aaron Wan Bissaka,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,Y,['RB'],65,0,0,0,0,0,0,1,0,50,0,2,1,0.0,0.0,0.1,1,0,38,44,86.4,1,29,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Aaron Wan Bissaka,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,Y,['RB'],90,0,0,0,0,0,0,1,0,79,4,2,3,0.0,0.0,0.0,3,0,58,69,84.1,9,55,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Aaron Wan Bissaka,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,Y,['RB'],90,0,0,0,0,0,0,0,0,72,5,1,0,0.0,0.0,0.0,0,0,44,54,81.5,2,30,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Antony,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,Y,['RM'],76,0,0,0,0,3,0,0,0,38,0,0,3,0.2,0.2,0.3,4,0,24,32,75.0,2,24,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Antony,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,Y,['RW'],65,0,0,0,0,3,0,1,0,37,6,2,0,0.2,0.2,0.1,2,0,14,19,73.7,5,24,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Antony,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,Y,['RW'],84,0,0,0,0,4,2,0,0,55,0,0,0,0.2,0.2,0.4,7,0,37,44,84.1,6,46,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Antony,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,Y,['RW'],83,0,0,0,0,1,0,0,0,44,1,3,3,0.0,0.0,0.0,0,0,17,28,60.7,1,28,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Lisandro Martinez,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,Y,['CB'],45,0,0,0,0,0,0,1,0,41,1,0,0,0.0,0.0,0.0,2,0,36,39,92.3,5,31,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Lisandro Martinez,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,Y,['CB'],90,0,0,0,0,0,0,0,0,53,3,0,1,0.0,0.0,0.0,1,0,34,38,89.5,10,29,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Lisandro Martinez,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,Y,['CB'],90,0,0,0,0,0,0,0,0,93,1,1,0,0.0,0.0,0.0,1,0,77,86,89.5,6,70,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Lisandro Martinez,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,Y,['CB'],66,0,0,0,0,0,0,1,0,48,1,0,3,0.0,0.0,0.0,0,0,40,42,95.2,2,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Raphael Varane,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,Y,['CB'],90,1,0,0,0,2,1,0,0,49,1,0,1,1.0,1.0,0.0,2,0,34,38,89.5,1,25,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Raphael Varane,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,Y,['CB'],90,0,0,0,0,2,1,0,0,56,1,1,1,0.0,0.0,0.0,3,0,38,44,86.4,3,25,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Raphael Varane,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,Y,['CB'],45,0,0,0,0,0,0,0,0,55,0,0,1,0.0,0.0,0.0,1,0,52,53,98.1,8,51,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Christian Eriksen,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,['CM'],23,0,0,0,0,0,0,0,0,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,57.1,1.0,11.0,1.0,0.0,0.0,Christian,Eriksen,1.0,1.0,18.0,226.0,6.0,57.8,92.6,37.0,4.0,68.0,18.8,0.0,0.0,0.0,0.5,59.0,MID,,,,,,,,,,,,,,,,,,
632,Christian Eriksen,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,['DM'],25,0,0,0,0,0,0,0,0,23.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,88.9,3.0,16.0,1.0,0.0,0.0,Christian,Eriksen,1.0,1.0,18.0,226.0,6.0,57.8,92.6,37.0,4.0,68.0,18.8,0.0,0.0,0.0,0.5,59.0,MID,,,,,,,,,,,,,,,,,,
633,Christian Eriksen,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,Y,"['DM', 'AM']",90,1,0,0,0,1,1,0,0,70.0,1.0,1,1.0,0.3,0.3,0.1,5.0,0.0,50.0,66.0,75.8,7.0,52.0,3.0,0.0,0.0,Christian,Eriksen,1.0,1.0,18.0,226.0,6.0,57.8,92.6,37.0,4.0,68.0,18.8,0.0,0.0,0.0,0.5,59.0,MID,,,,,,,,,,,,,,,,,,
634,Christian Eriksen,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,Y,['DM'],90,0,1,0,0,1,0,0,0,66.0,2.0,1,5.0,0.1,0.1,0.3,4.0,2.0,53.0,57.0,93.0,4.0,39.0,0.0,0.0,0.0,Christian,Eriksen,1.0,1.0,18.0,226.0,6.0,57.8,92.6,37.0,4.0,68.0,18.8,0.0,0.0,0.0,0.5,59.0,MID,,,,,,,,,,,,,,,,,,
635,Diogo Dalot,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,['RB'],25,0,0,0,0,0,0,0,0,26,2,0,2,0.0,0.0,0.0,1,0,19,21,90.5,1,14,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Diogo Dalot,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,Y,['LB'],90,0,0,0,0,0,0,0,0,88,1,2,0,0.0,0.0,0.0,1,0,67,75,89.3,7,57,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Diogo Dalot,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,Y,['LB'],90,0,0,0,0,1,0,0,0,32,1,2,0,0.0,0.0,0.0,1,0,14,21,66.7,0,14,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Luke Shaw,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,Y,['LB'],90,0,0,0,0,0,0,1,0,87,2,2,4,0.0,0.0,0.0,0,0,55,67,82.1,9,41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Luke Shaw,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,Y,['LB'],90,0,0,0,0,0,0,0,0,63,1,0,3,0.0,0.0,0.7,6,0,43,53,81.1,2,32,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Mason Mount,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,Y,['CM'],67,0,0,0,0,0,0,0,0,29,0,1,0,0.0,0.0,0.0,1,0,17,23,73.9,1,17,1,0,0,Mason,Mount,0.0,0.0,5.0,151.0,2.0,30.0,11.0,2.0,0.0,16.0,4.3,1.0,0.0,0.0,1.2,68.0,MID,,,,,,,,,,,,,,,,,,
641,Mason Mount,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,Y,"['DM', 'AM']",84,0,0,0,0,0,0,0,0,27,1,0,3,0.0,0.0,0.0,3,0,16,20,80.0,3,13,1,1,0,Mason,Mount,0.0,0.0,5.0,151.0,2.0,30.0,11.0,2.0,0.0,16.0,4.3,1.0,0.0,0.0,1.2,68.0,MID,,,,,,,,,,,,,,,,,,
642,Alejandro Garnacho,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,Y,['LM'],67,0,0,0,0,4,0,0,0,43,1,0,2,0.1,0.1,0.0,2,0,24,29,82.8,3,30,2,2,1,Alejandro,Garnacho,0.0,0.0,6.0,138.0,3.0,16.2,7.4,57.0,0.0,13.0,7.8,1.0,0.0,0.0,1.6,49.0,MID,,,,,,,,,,,,,,,,,,
643,Alejandro Garnacho,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,Y,['LW'],65,0,0,0,0,3,1,0,0,23,0,1,0,0.2,0.2,0.0,6,0,9,16,56.3,1,20,6,2,1,Alejandro,Garnacho,0.0,0.0,6.0,138.0,3.0,16.2,7.4,57.0,0.0,13.0,7.8,1.0,0.0,0.0,1.6,49.0,MID,,,,,,,,,,,,,,,,,,
644,Alejandro Garnacho,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,['RW'],7,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,Alejandro,Garnacho,0.0,0.0,6.0,138.0,3.0,16.2,7.4,57.0,0.0,13.0,7.8,1.0,0.0,0.0,1.6,49.0,MID,,,,,,,,,,,,,,,,,,
645,Anthony Martial,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,['FW'],6,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,1,0,6,6,100.0,1,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Anthony Martial,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,Y,['FW'],59,0,0,0,0,1,0,0,0,19,0,0,1,0.0,0.0,0.0,1,0,13,15,86.7,1,14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Anthony Martial,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,Y,['FW'],66,0,0,0,0,1,1,0,0,17,0,0,0,0.0,0.0,0.0,1,0,11,12,91.7,2,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Victor Lindelof,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,['CB'],45,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,11,15,73.3,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Victor Lindelof,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,N,['CB'],45,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.1,2,0,19,20,95.0,2,15,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Victor Lindelof,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,Y,['CB'],83,0,0,0,0,0,0,1,0,72,0,0,3,0.0,0.0,0.0,0,0,67,69,97.1,0,49,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Jadon Sancho,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,['LM'],23,0,0,0,0,0,0,0,0,20,0,1,1,0.0,0.0,0.1,2,0,11,16,68.8,2,13,5,2,0,Jadon,Sancho,0.0,0.0,3.0,76.0,1.0,14.8,9.8,12.0,0.0,11.0,3.6,0.0,0.0,0.0,0.7,68.0,MID,,,,,,,,,,,,,,,,,,
652,Jadon Sancho,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,['LW'],25,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,13,14,92.9,1,11,1,5,3,Jadon,Sancho,0.0,0.0,3.0,76.0,1.0,14.8,9.8,12.0,0.0,11.0,3.6,0.0,0.0,0.0,0.7,68.0,MID,,,,,,,,,,,,,,,,,,
653,Jadon Sancho,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,N,['FW'],31,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,2,1,10,13,76.9,1,14,4,0,0,Jadon,Sancho,0.0,0.0,3.0,76.0,1.0,14.8,9.8,12.0,0.0,11.0,3.6,0.0,0.0,0.0,0.7,68.0,MID,,,,,,,,,,,,,,,,,,
654,Rasmus Hojlund,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,['FW'],24,0,0,0,0,1,0,0,0,9.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,2.0,3.0,66.7,0.0,7.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Harry Maguire,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,['CB'],24,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,13,17,76.5,2,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Facundo Pellistri,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,['RM'],14,0,0,0,0,1,0,0,0,7,1,0,0,0.4,0.4,0.0,0,0,2,3,66.7,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Facundo Pellistri,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,['RW'],6,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,1,0,5,5,100.0,1,7,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Scott McTominay,2023/2024,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,['FW'],3,0,0,0,0,0,0,0,0,5,1,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,1,0,Scott,McTominay,0.0,0.0,2.0,7.0,0.0,10.4,10.8,0.0,0.0,7.0,2.2,0.0,0.0,0.0,0.1,49.0,MID,,,,,,,,,,,,,,,,,,
659,Scott McTominay,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,N,['DM'],6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,5,60.0,1,5,1,0,0,Scott,McTominay,0.0,0.0,2.0,7.0,0.0,10.4,10.8,0.0,0.0,7.0,2.2,0.0,0.0,0.0,0.1,49.0,MID,,,,,,,,,,,,,,,,,,
660,Jonny Evans,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,['CB'],7,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Levi Colwill,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,"['CB', 'LB']",90,0,0,0,0,1,0,0,0,78,2,1,2,0.1,0.1,0.3,3,0,57,69,82.6,5,59,1,1,1,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Chelsea 
662,Levi Colwill,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,['CB'],90,0,0,0,0,2,0,0,0,84,1,0,0,0.1,0.1,0.0,2,0,63,75,84.0,2,49,1,2,2,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Chelsea 
663,Levi Colwill,2023/2024,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,"['LB', 'CB']",90,0,0,0,0,1,0,0,0,85,1,0,2,0.1,0.1,0.0,2,0,67,75,89.3,4,50,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Chelsea 
664,Levi Colwill,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,"['CB', 'LB']",90,0,0,0,0,0,0,0,0,67,1,3,0,0.0,0.0,0.0,1,0,48,58,82.8,1,37,1,0,0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Chelsea 
665,Axel Disasi,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,['CB'],90,1,0,0,0,2,1,0,0,108,1,2,1,0.5,0.5,0.0,0,0,89,98,90.8,5,78,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Chelsea 
666,Axel Disasi,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,['CB'],90,0,0,0,0,0,0,1,0,115,1,0,0,0.0,0.0,0.0,0,0,98,111,88.3,9,86,2,0,0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Chelsea 
667,Axel Disasi,2023/2024,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,['CB'],90,0,0,0,0,1,1,0,0,106,1,1,1,0.1,0.1,0.0,0,0,87,96,90.6,3,69,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Chelsea 
668,Axel Disasi,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,['CB'],90,0,0,0,0,2,0,0,0,115,0,1,0,0.1,0.1,0.1,1,0,101,108,93.5,11,87,2,0,0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Chelsea 
669,Enzo Fernandez,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,"['CM', 'RM']",90,0,0,0,0,1,0,1,0,112.0,1.0,0,5.0,0.1,0.1,0.2,4.0,0.0,86.0,102.0,84.3,17.0,84.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Chelsea 
670,Enzo Fernandez,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,['CM'],90,0,0,0,1,1,0,0,0,124.0,1.0,0,2.0,0.8,0.0,0.3,7.0,0.0,101.0,116.0,87.1,19.0,91.0,7.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Chelsea 
671,Enzo Fernandez,2023/2024,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,"['CM', 'AM']",90,0,0,0,0,4,0,1,0,78.0,0.0,0,1.0,0.4,0.4,0.1,8.0,1.0,61.0,69.0,88.4,12.0,41.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Chelsea 
672,Enzo Fernandez,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,"['AM', 'DM']",90,0,0,0,0,4,1,0,0,111.0,3.0,0,2.0,0.2,0.2,0.4,7.0,0.0,82.0,98.0,83.7,16.0,70.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Chelsea 
673,Robert Sanchez,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,['GK'],90,0,0,0,0,0,0,0,0,36.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,82.9,0.0,26.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Chelsea 
674,Robert Sanchez,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,['GK'],90,0,0,0,0,0,0,0,0,29.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,96.2,0.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Chelsea 
675,Robert Sanchez,2023/2024,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,['GK'],90,0,0,0,0,0,0,0,0,41.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,41.0,92.7,0.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Chelsea 
676,Robert Sanchez,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,['GK'],90,0,0,0,0,0,0,0,0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,90.9,1.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Chelsea 
