,name,season,Date_x,Day_x,Comp,Round,Venue_x,Result_x,Squad,Opponent_x,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_x,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,Date_y,Time,Day_y,Venue_y,Result_y,GF,GA,Opponent_y,xG_y,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,team_name
200,Kurt Zouma,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y*,['CB'],90,1,0,0,0,1,1,0,0,88,1,3,1,0.2,0.2,0.0,0,0,60,68,88.2,2,44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Lucas Paqueta,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,Y,"['DM', 'AM']",89,0,0,0,0,3,0,1,0,57,8,0,0,0.2,0.2,0.1,2,0,31,40,77.5,6,27,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Lucas Paqueta,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,"['AM', 'LW']",90,1,0,1,1,1,0,1,0,53,2,2,1,0.9,0.1,0.1,5,2,26,38,68.4,4,31,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Lucas Paqueta,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,Y,"['CM', 'LM', 'RM']",84,0,0,0,0,2,1,0,0,39,2,3,1,0.3,0.3,0.6,2,0,11,21,52.4,3,11,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Lucas Paqueta,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,['AM'],89,0,1,0,0,0,0,0,0,87,6,1,2,0.0,0.0,0.4,2,2,62,78,79.5,13,57,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Michail Antonio,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,Y,['FW'],77,0,0,0,0,0,0,1,0,29.0,1.0,0,1.0,0.0,0.0,0.0,3.0,0.0,7.0,14.0,50.0,1.0,17.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Michail Antonio,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,['FW'],75,1,0,0,0,2,1,0,0,18.0,0.0,0,0.0,0.2,0.2,0.0,1.0,0.0,5.0,11.0,45.5,1.0,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Michail Antonio,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,Y,['FW'],78,1,0,0,0,3,2,0,0,22.0,1.0,0,1.0,0.7,0.7,0.3,3.0,2.0,7.0,10.0,70.0,0.0,11.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Michail Antonio,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,['FW'],79,0,0,0,0,0,0,0,0,26.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,16.0,20.0,80.0,2.0,17.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Said Benrahma,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,Y,['LW'],90,0,0,0,0,2.0,1.0,0,0,42.0,1.0,0.0,2.0,0.1,0.1,0.1,4.0,0.0,21.0,30.0,70.0,4.0,26.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Said Benrahma,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,['LW'],68,0,0,0,0,3.0,0.0,0,0,24.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,12.0,16.0,75.0,0.0,19.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Said Benrahma,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,N,['LM'],52,0,1,0,0,0.0,0.0,0,0,40.0,1.0,0.0,1.0,0.0,0.0,0.7,7.0,1.0,25.0,29.0,86.2,7.0,21.0,5.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Said Benrahma,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,['LW'],71,0,0,0,0,5.0,1.0,0,0,52.0,1.0,1.0,0.0,0.2,0.2,0.0,2.0,0.0,26.0,37.0,70.3,3.0,35.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,James Ward Prowse,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,['DM'],80,0,2,0,0,1,0,0,0,36,2,1,1,0.0,0.0,0.2,2,2,22,26,84.6,3,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,James Ward Prowse,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,Y,['CM'],90,1,0,0,0,3,2,1,0,43,0,4,2,0.8,0.8,0.0,4,1,21,31,67.7,3,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,James Ward Prowse,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,['DM'],90,0,1,0,0,0,0,0,0,87,1,1,2,0.0,0.0,0.2,3,1,68,81,84.0,5,47,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Nayef Aguerd,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,Y,['CB'],90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,29.0,75.9,3.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Nayef Aguerd,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,['CB'],66.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,36.0,1.0,3.0,2.0,0.1,0.1,0.0,0.0,0.0,16.0,24.0,66.7,0.0,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Nayef Aguerd,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,['CB'],90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,68.0,77.0,88.3,5.0,54.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Tomas Soucek,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,Y,['DM'],90,0,1,0,0,2.0,0.0,0,0,44.0,5.0,0.0,0.0,0.4,0.4,0.0,2.0,1.0,17.0,28.0,60.7,2.0,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Tomas Soucek,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,['DM'],90,0,0,0,0,0.0,0.0,0,0,39.0,1.0,5.0,4.0,0.0,0.0,0.2,4.0,0.0,15.0,23.0,65.2,1.0,13.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Tomas Soucek,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,Y,['CM'],38,0,0,0,0,0.0,0.0,0,0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Edson Alvarez,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,N,['DM'],10,0,0,0,0,0.0,0.0,0,0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Edson Alvarez,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,Y,"['DM', 'CM']",83,0,0,0,0,0.0,0.0,1,0,27.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,53.3,1.0,7.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Edson Alvarez,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,['DM'],90,0,0,0,0,1.0,0.0,0,0,95.0,3.0,1.0,2.0,0.1,0.1,0.1,3.0,1.0,64.0,74.0,86.5,2.0,51.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Pablo Fornals,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,Y,['AM'],85,0,0,0,0,2,0,0,0,44,4,0,1,0.1,0.1,0.1,5,1,24,31,77.4,6,16,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Pablo Fornals,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,N,"['RW', 'FW']",15,0,0,0,0,1,1,0,0,9,0,1,0,0.1,0.1,0.0,2,0,6,7,85.7,0,7,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Pablo Fornals,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,N,['CM'],7,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,6,7,85.7,1,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Pablo Fornals,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,N,['LW'],19,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,6,8,75.0,0,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Angelo Ogbonna,2023/2024,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,N,['CB'],22,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Angelo Ogbonna,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,Y,['CB'],90,0,0,0,0,0,0,0,0,29,1,1,5,0.0,0.0,0.0,0,0,14,17,82.4,1,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Danny Ings,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,N,['FW'],13,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.0,0,0,1,4,25.0,0,5,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Danny Ings,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,N,['FW'],6,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Danny Ings,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,N,['FW'],11,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Thilo Kehrer,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,N,['DM'],5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Thilo Kehrer,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,N,['CB'],12,0,0,0,0,0,0,1,0,3,0,0,2,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Maxwel Cornet,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,N,['AM'],1,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,Maxwel,Cornet,0.0,0.0,1.0,1.0,0.0,0.0,2.2,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.1,54.0,MID,,,,,,,,,,,,,,,,,,
237,Kudus Mohammed,2023/2024,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,N,['AM'],1,0,0,0,0,0.0,0.0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Aaron Ramsdale,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,['GK'],90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,23,29,79.3,0,20,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
239,Aaron Ramsdale,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,['GK'],90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,18,27,66.7,0,21,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
240,Aaron Ramsdale,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,['GK'],90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,31,34,91.2,1,20,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
241,Aaron Ramsdale,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['GK'],90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,23,27,85.2,1,22,0,0,0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
242,William Saliba,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,['CB'],90,0,1,0,0,0.0,0.0,0,0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,127.0,130.0,97.7,7.0,114.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
243,William Saliba,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,['CB'],90,0,0,0,0,0.0,0.0,0,0,83.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0,65.0,93.8,0.0,51.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
244,William Saliba,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,['CB'],90,0,0,0,0,1.0,0.0,0,0,104.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,91.0,96.0,94.8,12.0,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
245,William Saliba,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['CB'],90,0,0,0,0,0.0,0.0,0,0,84.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,79.0,89.9,7.0,59.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
246,Ben White,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,"['CB', 'RB']",90,0,0,0,0,0,0,1,0,110.0,0.0,2,0.0,0.0,0.0,0.0,2.0,0.0,94.0,106.0,88.7,7.0,91.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
247,Ben White,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,"['CB', 'RB']",90,0,0,0,0,0,0,0,0,76.0,0.0,0,2.0,0.0,0.0,0.0,1.0,0.0,61.0,69.0,88.4,6.0,54.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
248,Ben White,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,"['CB', 'RB']",90,0,0,0,0,0,0,0,0,108.0,0.0,0,1.0,0.0,0.0,0.1,5.0,0.0,87.0,99.0,87.9,9.0,61.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
249,Ben White,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['RB'],90,0,0,0,0,0,0,0,0,76.0,1.0,0,3.0,0.0,0.0,0.4,2.0,0.0,57.0,70.0,81.4,1.0,41.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
250,Declan Rice,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,['CM'],90,0,0,0,0,3.0,3.0,0,0,103.0,4.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,84.0,91.0,92.3,3.0,86.0,1.0,2.0,0.0,Declan,Rice,1.0,0.0,17.0,360.0,4.0,35.8,107.8,57.0,3.0,89.0,20.1,1.0,0.0,0.0,5.0,54.0,MID,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
251,Declan Rice,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,['CM'],90,0,0,0,0,0.0,0.0,0,0,67.0,0.0,1.0,3.0,0.0,0.0,0.4,1.0,0.0,55.0,61.0,90.2,8.0,41.0,2.0,2.0,0.0,Declan,Rice,1.0,0.0,17.0,360.0,4.0,35.8,107.8,57.0,3.0,89.0,20.1,1.0,0.0,0.0,5.0,54.0,MID,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
252,Declan Rice,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,['CM'],89,0,0,0,0,0.0,0.0,0,0,79.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,68.0,71.0,95.8,9.0,45.0,0.0,0.0,0.0,Declan,Rice,1.0,0.0,17.0,360.0,4.0,35.8,107.8,57.0,3.0,89.0,20.1,1.0,0.0,0.0,5.0,54.0,MID,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
253,Declan Rice,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['CM'],90,1,0,0,0,2.0,1.0,0,0,83.0,1.0,2.0,3.0,0.2,0.2,0.0,0.0,0.0,64.0,73.0,87.7,5.0,58.0,3.0,1.0,0.0,Declan,Rice,1.0,0.0,17.0,360.0,4.0,35.8,107.8,57.0,3.0,89.0,20.1,1.0,0.0,0.0,5.0,54.0,MID,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
254,Bukayo Saka,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,['RW'],90,1,0,0,0,3.0,2.0,0,0,81.0,5.0,0.0,1.0,0.2,0.2,0.1,4.0,0.0,49.0,67.0,73.1,3.0,62.0,11.0,2.0,0.0,Bukayo,Saka,2.0,1.0,25.0,358.0,4.0,207.9,150.4,166.0,4.0,100.0,52.4,1.0,0.0,1.0,65.7,87.0,MID,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
255,Bukayo Saka,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,"['RW', 'LB']",88,0,0,0,0,3.0,0.0,0,0,70.0,2.0,1.0,2.0,0.2,0.2,0.2,7.0,0.0,37.0,56.0,66.1,5.0,42.0,8.0,2.0,1.0,Bukayo,Saka,2.0,1.0,25.0,358.0,4.0,207.9,150.4,166.0,4.0,100.0,52.4,1.0,0.0,1.0,65.7,87.0,MID,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
256,Bukayo Saka,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,['RW'],90,1,0,1,1,2.0,1.0,0,0,86.0,2.0,0.0,4.0,1.4,0.6,0.5,5.0,1.0,52.0,67.0,77.6,4.0,52.0,6.0,10.0,6.0,Bukayo,Saka,2.0,1.0,25.0,358.0,4.0,207.9,150.4,166.0,4.0,100.0,52.4,1.0,0.0,1.0,65.7,87.0,MID,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
257,Bukayo Saka,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['RW'],90,0,1,0,0,3.0,1.0,1,0,49.0,3.0,0.0,0.0,0.4,0.4,0.4,7.0,1.0,35.0,39.0,89.7,5.0,29.0,1.0,2.0,1.0,Bukayo,Saka,2.0,1.0,25.0,358.0,4.0,207.9,150.4,166.0,4.0,100.0,52.4,1.0,0.0,1.0,65.7,87.0,MID,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
258,Martin Odegaard,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y*,['RM'],90,0,0,0,0,3.0,0.0,0,0,80.0,3.0,0.0,0.0,0.1,0.1,0.0,6.0,0.0,55.0,69.0,79.7,9.0,65.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
259,Martin Odegaard,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y*,"['RM', 'CM']",88,1,0,1,1,2.0,1.0,0,0,47.0,4.0,0.0,0.0,0.8,0.0,0.0,3.0,0.0,33.0,37.0,89.2,3.0,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
260,Martin Odegaard,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y*,['RM'],83,0,0,0,0,3.0,2.0,0,0,60.0,2.0,0.0,2.0,0.1,0.1,0.0,2.0,0.0,45.0,51.0,88.2,6.0,38.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
