,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP
11,Leon Bailey,jm JAM,"FW,MF",26-031,,2,153.0,1.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,1.0,9.0,3.0,12.0,0.59,0.59,1.18,0.59,1.18,0.19,0.38,0.57,0.19,0.57,Matches,3.0
12,Robin Olsen,se SWE,GK,33-244,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
13,Tyrone Mings,eng ENG,DF,30-180,,1,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,1.0
14,Youri Tielemans,be BEL,"MF,FW",26-125,,0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,4.0
15,Nicolò Zaniolo,it ITA,MF,24-069,,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.45,0.12,0.57,0.45,0.57,Matches,2.0
16,Jhon Durán,co COL,FW,19-270,,0,40.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,4.0,1.0,3.0,2.25,0.0,2.25,2.25,2.25,1.42,0.04,1.45,1.42,1.45,Matches,3.0
17,Philippe Coutinho,br BRA,"MF,FW",31-089,,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,2.0
18,Bertrand Traoré,bf BFA,DF,28-003,,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
19,Cameron Archer,eng ENG,MF,22-050,,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
20,Jaden Philogene Bidace,eng ENG,FW,21-213,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
0,Casemiro,br BRA,MF,31-198,,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.5,4.0,35.0,9.0,0.25,0.0,0.25,0.25,0.25,0.35,0.02,0.37,0.35,0.37,Matches,4.0
1,Bruno Fernandes,pt POR,MF,29-001,,4,360.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.1,1.3,2.5,3.8,3.0,32.0,28.0,0.25,0.25,0.5,0.0,0.25,0.52,0.62,1.14,0.32,0.94,Matches,4.0
2,André Onana,cm CMR,GK,27-160,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0
3,Marcus Rashford,eng ENG,FW,25-313,,4,351.0,3.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.8,2.2,12.0,8.0,31.0,0.26,0.26,0.51,0.26,0.51,0.36,0.2,0.56,0.36,0.56,Matches,4.0
4,Aaron Wan-Bissaka,eng ENG,DF,25-287,,4,335.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1,1.1,11.0,15.0,10.0,0.0,0.27,0.27,0.0,0.27,0.0,0.3,0.3,0.0,0.3,Matches,4.0
5,Antony,br BRA,"FW,MF",23-197,,4,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,16.0,14.0,44.0,0.0,0.0,0.0,0.0,0.0,0.18,0.24,0.42,0.18,0.42,Matches,4.0
6,Lisandro Martínez,ar ARG,DF,25-234,,4,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,6.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,4.0
7,Raphaël Varane,fr FRA,DF,30-137,,3,225.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,12.0,0.0,0.4,0.0,0.4,0.4,0.4,0.41,0.0,0.41,0.41,0.41,Matches,3.0
8,Christian Eriksen,dk DEN,MF,31-207,,2,228.0,2.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,5.0,15.0,8.0,0.39,0.39,0.79,0.39,0.79,0.13,0.14,0.27,0.13,0.27,Matches,4.0
9,Diogo Dalot,pt POR,DF,24-175,,2,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,3.0
10,Luke Shaw,eng ENG,DF,28-059,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,Matches,2.0
11,Mason Mount,eng ENG,MF,24-242,,2,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2.0
12,Alejandro Garnacho,ar ARG,"FW,MF",19-070,,2,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,8.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.24,0.21,0.24,Matches,3.0
13,Anthony Martial,fr FRA,FW,27-278,,2,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.1,0.05,0.1,Matches,3.0
14,Victor Lindelöf,se SWE,DF,29-054,,1,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,3.0
15,Jadon Sancho,eng ENG,"FW,MF",23-168,,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,3.0
16,Rasmus Højlund,dk DEN,FW,20-217,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,1.24,1.24,1.24,Matches,1.0
17,Harry Maguire,eng ENG,DF,30-188,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
18,Facundo Pellistri,uy URU,"MF,FW",21-263,,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Matches,2.0
19,Scott McTominay,sct SCO,"MF,FW",26-275,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,Matches,2.0
20,Jonny Evans,nir NIR,DF,35-249,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
0,Levi Colwill,eng ENG,DF,20-195,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,4.0
1,Axel Disasi,fr FRA,DF,25-182,,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.7,4.0,28.0,2.0,0.25,0.0,0.25,0.25,0.25,0.16,0.01,0.18,0.16,0.18,Matches,4.0
2,Enzo Fernández,ar ARG,MF,22-235,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.4,0.6,1.0,1.7,15.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,0.36,0.26,0.61,0.16,0.42,Matches,4.0
3,Robert Sánchez,es ESP,GK,25-295,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0
4,Thiago Silva,br BRA,DF,38-352,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,Matches,4.0
5,Nicolas Jackson,sn SEN,FW,22-081,,4,352.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,0.4,3.4,16.0,8.0,34.0,0.26,0.0,0.26,0.26,0.26,0.77,0.1,0.87,0.77,0.87,Matches,4.0
6,Raheem Sterling,eng ENG,"MF,FW",28-275,,4,349.0,3.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.8,2.1,25.0,14.0,54.0,0.52,0.0,0.52,0.52,0.52,0.35,0.2,0.55,0.35,0.55,Matches,4.0
7,Conor Gallagher,eng ENG,MF,23-215,,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.5,3.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.15,0.07,0.15,Matches,4.0
8,Ben Chilwell,eng ENG,"DF,MF",26-262,,4,295.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.8,2.6,8.0,7.0,22.0,0.0,0.31,0.31,0.0,0.31,0.22,0.56,0.78,0.22,0.78,Matches,4.0
9,Malo Gusto,fr FRA,DF,20-113,,3,263.0,2.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,15.0,12.0,22.0,0.0,0.68,0.68,0.0,0.68,0.02,0.12,0.14,0.02,0.14,Matches,4.0
10,Moisés Caicedo,ec ECU,MF,21-311,,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,3.0
11,Carney Chukwuemeka,eng ENG,MF,19-324,,2,125.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,2.0,4.0,9.0,0.72,0.0,0.72,0.72,0.72,0.08,0.09,0.16,0.08,0.16,Matches,2.0
12,Reece James,eng ENG,DF,23-275,,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,5.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.31,0.35,0.04,0.35,Matches,1.0
13,Mykhailo Mudryk,ua UKR,"DF,FW",22-247,,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.26,0.12,0.26,Matches,3.0
14,Noni Madueke,eng ENG,"FW,MF",21-183,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,2.0
15,Ian Maatsen,nl NED,"MF,FW",21-183,,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.27,0.22,0.27,Matches,3.0
16,Cole Palmer,eng ENG,MF,21-126,,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,1.0
17,Mason Burstow,eng ENG,FW,20-036,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
18,Lesley Ugochukwu,fr FRA,MF,19-167,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
0,Issa Diop,fr FRA,DF,26-243,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,
1,Bernd Leno,de GER,GK,31-189,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
2,Antonee Robinson,us USA,DF,26-032,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,8.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,
3,Kenny Tete,nl NED,DF,27-335,4.0,4,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,7.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,
4,Harry Wilson,wls WAL,FW,26-171,4.0,4,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,5.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,Matches,
5,Raúl Jiménez,mx MEX,FW,32-127,4.0,4,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.1,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.33,0.13,0.33,Matches,
6,Bobby Reid,jm JAM,FW,30-219,4.0,3,271.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,0.1,1.8,8.0,5.0,14.0,0.33,0.0,0.33,0.33,0.33,0.57,0.02,0.58,0.57,0.58,Matches,
7,Harrison Reed,eng ENG,MF,28-225,4.0,3,267.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.0,5.0,4.0,0.0,0.34,0.34,0.0,0.34,0.0,0.14,0.14,0.0,0.14,Matches,
8,Andreas Pereira,br BRA,MF,27-251,4.0,3,252.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,1.0,4.0,12.0,0.36,0.0,0.36,0.36,0.36,0.02,0.04,0.06,0.02,0.06,Matches,
9,Saša Lukić,rs SRB,MF,27-027,3.0,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,
10,Tim Ream,us USA,DF,35-339,3.0,3,243.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,10.0,1.0,0.37,0.0,0.37,0.37,0.37,0.35,0.0,0.35,0.35,0.35,Matches,
11,Tom Cairney,sct SCO,MF,32-232,3.0,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,
12,João Palhinha,pt POR,MF,28-062,2.0,1,114.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,4.0,0.0,0.79,0.0,0.79,0.79,0.79,0.11,0.0,0.11,0.11,0.11,Matches,
13,Calvin Bassey,ng NGA,DF,23-252,2.0,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
14,Willian,br BRA,"FW,MF",35-031,3.0,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.12,0.08,0.12,Matches,
15,Luke Harris,wls WAL,MF,18-159,1.0,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,
16,Adama Traoré,es ESP,"FW,DF",27-227,3.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,Matches,
17,Aleksandar Mitrović,rs SRB,FW,28-358,1.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,Matches,
18,Timothy Castagne,be BEL,DF,27-278,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
19,Rodrigo Muniz,br BRA,FW,22-128,2.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
20,Tosin Adarabioyo,eng ENG,DF,25-350,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
0,Dan Burn,eng ENG,DF,31-123,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.2,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,4.0
1,Nick Pope,eng ENG,GK,31-143,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,4.0
2,Fabian Schär,ch SUI,DF,31-263,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,4.0
3,Kieran Trippier,eng ENG,DF,32-355,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,6.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,4.0
4,Bruno Guimarães,br BRA,MF,25-297,,4,354.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,6.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches,4.0
5,Miguel Almirón,py PAR,FW,29-211,,4,317.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.0,19.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.19,0.11,0.3,0.19,0.3,Matches,4.0
6,Joelinton,br BRA,MF,27-026,,4,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.7,5.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.21,0.11,0.21,Matches,4.0
7,Anthony Gordon,eng ENG,FW,22-197,,4,283.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.9,1.9,15.0,7.0,19.0,0.32,0.32,0.64,0.32,0.64,0.32,0.3,0.61,0.32,0.61,Matches,4.0
8,Sandro Tonali,it ITA,MF,23-124,,4,282.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,1.0,5.0,11.0,16.0,0.32,0.0,0.32,0.32,0.32,0.21,0.1,0.31,0.21,0.31,Matches,4.0
9,Alexander Isak,se SWE,FW,23-353,,4,276.0,3.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.4,6.0,5.0,13.0,0.65,0.0,0.65,0.65,0.65,0.45,0.02,0.47,0.45,0.47,Matches,4.0
10,Sven Botman,nl NED,DF,23-240,,3,266.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,0.0,6.0,2.0,0.0,0.34,0.34,0.0,0.34,0.05,0.15,0.2,0.05,0.2,Matches,3.0
11,Matt Targett,eng ENG,DF,27-356,,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2.0
12,Callum Wilson,eng ENG,FW,31-194,,0,100.0,1.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.5,1.0,0.0,9.0,1.8,0.0,1.8,1.8,1.8,1.3,0.02,1.32,1.3,1.32,Matches,4.0
13,Harvey Barnes,eng ENG,FW,25-274,,0,94.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.5,7.0,3.0,8.0,0.96,0.96,1.91,0.96,1.91,0.63,0.83,1.46,0.63,1.46,Matches,4.0
14,Sean Longstaff,eng ENG,MF,25-314,,0,92.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,1.0,7.0,5.0,0.0,0.98,0.98,0.0,0.98,0.16,0.48,0.64,0.16,0.64,Matches,4.0
15,Elliot Anderson,sct SCO,MF,20-307,,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,4.0
16,Jamaal Lascelles,eng ENG,DF,29-302,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
17,Valentino Livramento,eng ENG,FW,20-301,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
18,Jacob Murphy,eng ENG,FW,28-197,,0,5.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,3.0,0.0,0.0,18.0,18.0,0.0,18.0,0.0,10.18,10.18,0.0,10.18,Matches,1.0
0,Max Kilman,eng ENG,DF,26-109,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.09,0.01,0.09,Matches,
1,Mario Lemina,ga GAB,MF,30-008,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.0,0.9,2.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.21,0.01,0.22,0.21,0.22,Matches,
2,Pedro Neto,pt POR,MF,23-184,4.0,4,360.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.6,2.7,24.0,18.0,41.0,0.0,0.75,0.75,0.0,0.75,0.29,0.39,0.68,0.29,0.68,Matches,
3,José Sá,pt POR,GK,30-235,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
4,Nélson Semedo,pt POR,DF,29-297,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,8.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,
5,Matheus Cunha,br BRA,FW,24-105,4.0,4,340.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,0.6,2.5,13.0,9.0,14.0,0.26,0.0,0.26,0.26,0.26,0.49,0.17,0.66,0.49,0.66,Matches,
